2.4591993216060004e6	-1.660438381178321
2.4591993239208153e6	-1.6580618435081167
2.45919932623563e6	-1.6556853058379124
2.459199328550445e6	-1.653308768167708
2.4591993308652597e6	-1.6509322304975038
2.4591993331800746e6	-1.6485556928272995
2.4591993354948894e6	-1.6461791551570952
2.4591993378097042e6	-1.643802617486891
2.459199340124519e6	-1.6414260798166866
2.459199342439334e6	-1.6390495421464824
2.4591993447541487e6	-1.636673004476278
2.4591993470689636e6	-1.6342964668060735
2.4591993493837784e6	-1.6319199291358693
2.4591993516985932e6	-1.629543391465665
2.4591993540134076e6	-1.6271668542735385
2.4591993563282224e6	-1.6247903166033342
2.4591993586430373e6	-1.6224137789331299
2.459199360957852e6	-1.6200372412629256
2.459199363272667e6	-1.6176607035927213
2.4591993655874818e6	-1.615284165922517
2.4591993679022966e6	-1.6129076282523127
2.4591993702171114e6	-1.6105310905821084
2.4591993725319263e6	-1.6081545529119041
2.459199374846741e6	-1.6057780152416998
2.459199377161556e6	-1.6034014775714953
2.4591993794763708e6	-1.601024939901291
2.4591993817911856e6	-1.5986484022310867
2.4591993841060004e6	-1.5962718645608824
2.4591993864208153e6	-1.5938953268906781
2.45919938873563e6	-1.5915187892204739
2.459199391050445e6	-1.5891422515502696
2.4591993933652597e6	-1.5867657138800653
2.4591993956800746e6	-1.584389176209861
2.4591993979948894e6	-1.5820126385396567
2.4591994003097042e6	-1.5796361008694524
2.459199402624519e6	-1.577259563199248
2.459199404939334e6	-1.5748830255290436
2.4591994072541487e6	-1.5725064878588393
2.4591994095689636e6	-1.570129950188635
2.4591994118837784e6	-1.5677534125184307
2.4591994141985932e6	-1.5653768748482264
2.4591994165134076e6	-1.5630003376561
2.4591994188282224e6	-1.5606237999858956
2.4591994211430373e6	-1.5582472623156913
2.459199423457852e6	-1.555870724645487
2.459199425772667e6	-1.5534941869752827
2.4591994280874818e6	-1.5511176493050784
2.4591994304022966e6	-1.5487411116348742
2.4591994327171114e6	-1.5463645739646699
2.4591994350319263e6	-1.5439880362944653
2.459199437346741e6	-1.541611498624261
2.459199439661556e6	-1.5392349609540568
2.4591994419763708e6	-1.5368584232838525
2.4591994442911856e6	-1.5344818856136482
2.4591994466060004e6	-1.5321053479434439
2.4591994489208153e6	-1.5297288102732396
2.45919945123563e6	-1.5273522726030353
2.459199453550445e6	-1.524975734932831
2.4591994558652597e6	-1.5225991972626267
2.4591994581800746e6	-1.5202226595924224
2.4591994604948894e6	-1.5178461219222181
2.4591994628097042e6	-1.5154695842520138
2.459199465124519e6	-1.5130930465818093
2.459199467439334e6	-1.510716508911605
2.4591994697541487e6	-1.5083399712414007
2.4591994720689636e6	-1.5059634335711964
2.4591994743837784e6	-1.5035868959009921
2.4591994766985932e6	-1.5012103582307879
2.4591994790134076e6	-1.4988338210386614
2.4591994813282224e6	-1.496457283368457
2.4591994836430373e6	-1.4940807456982528
2.459199485957852e6	-1.4917042080280485
2.459199488272667e6	-1.4893276703578442
2.4591994905874818e6	-1.48695113268764
2.4591994929022966e6	-1.4845745950174354
2.4591994952171114e6	-1.482198057347231
2.4591994975319263e6	-1.4798215196770268
2.459199499846741e6	-1.4774449820068225
2.459199502161556e6	-1.4750684443366182
2.4591995044763708e6	-1.472691906666414
2.4591995067911856e6	-1.4703153689962096
2.4591995091060004e6	-1.4679388313260053
2.4591995114208153e6	-1.465562293655801
2.45919951373563e6	-1.4631857559855967
2.459199516050445e6	-1.4608092183153925
2.4591995183652597e6	-1.4584326806451882
2.4591995206800746e6	-1.4560561429749839
2.4591995229948894e6	-1.4536796053047794
2.4591995253097042e6	-1.451303067634575
2.459199527624519e6	-1.4489265299643708
2.459199529939334e6	-1.4465499922941665
2.4591995322541487e6	-1.4441734546239622
2.4591995345689636e6	-1.441796916953758
2.4591995368837784e6	-1.4394203792835536
2.4591995391985932e6	-1.4370438416133493
2.4591995415134076e6	-1.4346673044212228
2.4591995438282224e6	-1.4322907667510185
2.4591995461430373e6	-1.4299142290808142
2.459199548457852e6	-1.42753769141061
2.459199550772667e6	-1.4251611537404056
2.4591995530874818e6	-1.4227846160702011
2.4591995554022966e6	-1.4204080783999968
2.4591995577171114e6	-1.4180315407297925
